Hour,Is_Weekend,Temperature,Visibility,High_Risk,Latitude,Longitude
10,0,75,3,0,22.053287306164485,70.7301120503255
12,0,75,3,1,15.647318132743441,73.73900658053584
13,1,75,3,1,28.424420178793618,77.17838695183495
5,0,75,10,1,15.291784792185233,73.98796063448722
9,0,75,10,1,26.154470372099762,93.00632107538434
1,0,75,10,1,10.404283770710837,76.33772725961299
16,0,75,3,0,27.503947177312366,73.9996454757274
13,0,75,10,1,26.73433316549536,92.42532056034324
3,1,75,3,1,24.88454417762417,93.51668227518917
2,0,75,10,0,20.586701320758113,85.40790139756463
2,1,75,3,0,25.827002304653366,92.16753210041875
3,0,75,3,1,25.576095932177363,91.15027676723712
6,0,75,10,0,24.67064581928419,85.57450091003348
9,1,75,3,1,22.711078110338313,87.60444016206286
2,0,75,10,0,11.49133881974693,79.14862380596254
18,1,75,10,1,27.508458218365696,74.42484621622509
12,0,75,10,0,19.56201707833192,75.73063326661173
21,0,75,3,1,29.098015825013583,75.85934856069882
19,1,75,10,1,26.1715800991318,94.69548550814082
0,0,75,3,1,26.816970941601628,73.77574516969014
1,0,75,10,1,31.10004478917118,76.53053258587808
17,0,75,3,1,12.014284227001776,79.87210167373448
1,0,75,10,1,23.133700433639056,78.32294245219336
21,1,75,10,1,28.72692247245244,76.10018614328924
23,0,75,3,1,28.143546173701377,77.68437120378874
12,0,75,3,1,28.41436267745608,95.12426125870782
16,0,75,10,0,28.09367623526528,94.30843895128324
14,1,75,10,1,25.207196716708864,91.71751468762723
10,1,75,3,1,28.629537047722742,94.8997029752581
3,0,75,3,0,30.08895174339484,78.72831258114542
0,0,75,3,1,23.831618060449646,85.13167159756986
4,1,75,3,1,22.89698349890436,92.90204344459569
17,1,75,3,0,24.490788788925087,94.01067286468408
6,0,75,10,1,25.815123069991614,91.61639750940141
22,1,75,10,1,11.440659176502448,78.16580145950296
22,1,75,3,1,31.353297541552916,75.05843862347524
9,0,75,10,0,30.75737049813654,77.39346494366994
3,0,75,3,1,23.86546067160294,85.50441915218312
21,0,75,3,1,22.115446553756353,71.04810813045991
22,1,75,10,1,27.744087272978398,94.50045491846515
2,0,75,10,1,11.193089543859905,76.19574307196211
8,0,75,3,0,11.327905004190718,78.27137504912868
2,0,75,3,1,23.567755969614787,85.77765102586054
14,0,75,3,1,25.012854875564877,91.36341824323974
18,0,75,3,0,26.390914696203254,92.95747970898705
3,0,75,3,0,19.77319208905345,75.89552755441576
2,0,75,3,0,15.04661917223781,75.98453410814093
19,0,75,10,0,26.77990387596949,80.90761776829945
15,1,75,10,1,28.991930709385116,76.19382759409635
9,1,75,3,1,18.102569937452298,79.18635038460211
2,0,75,3,1,17.916321799437746,78.79252861780311
9,0,75,3,0,27.04116885520686,88.57820416267727
4,0,75,3,0,22.613564272425112,87.92930795935614
4,1,75,3,0,26.47310152700475,92.80660852397108
0,1,75,3,0,26.566276527361474,95.01739451002322
9,1,75,3,1,31.154050167540223,76.85987746314439
11,1,75,10,1,10.967196733569562,78.87742863733179
22,1,75,10,1,25.671132349849888,94.3275644111265
3,0,75,3,1,15.097451354596913,74.5903506189333
0,0,75,3,1,26.549097521539213,74.40124229702397
10,1,75,3,1,22.163932331944356,71.38874020788029
6,0,75,3,0,20.9842637133621,84.66171493496874
15,0,75,10,1,28.64551022708803,94.74774454015068
11,1,75,3,1,30.92562428244555,77.22252361751912
1,1,75,3,0,33.28413506191151,76.59004975486994
10,1,75,10,1,22.92493629934759,78.30461347915241
11,0,75,3,0,21.2723251813011,85.5377549710098
0,1,75,3,0,11.071912256548933,78.39199187412211
7,0,75,3,1,15.009435785109648,74.3966188031795
13,0,75,3,1,28.16613660691795,76.99546491405088
16,0,75,10,1,14.901820909537099,74.34012130418097
1,0,75,3,0,22.70861385936755,92.68262039322465
0,1,75,3,0,29.140061612872337,76.57118476372946
21,1,75,10,1,26.40340667212458,81.09028727771911
0,0,75,10,1,11.519518091962041,79.73476863747828
17,1,75,3,1,23.169978465068148,92.54003268552245
5,0,75,10,0,28.04055061507949,94.95775326819395
11,0,75,10,1,21.07181980313341,81.81841313944942
10,0,75,3,1,22.8058131447857,92.5822415096849
8,0,75,3,1,28.53086298558602,77.263198199458
4,0,75,3,0,27.66439310444774,88.69091967400541
11,0,75,3,1,22.32448752389539,71.56180872521095
19,0,75,3,1,23.187764513800225,92.51050830389589
18,0,75,10,1,30.561672035475304,78.95388858587503
8,0,75,3,1,30.405720930994097,79.38955837950405
21,0,75,10,0,23.39438126517507,93.16696149550859
0,0,75,10,0,25.032367044427975,84.96344886401018
12,0,75,3,1,27.296061737549895,88.29846611461329
8,0,75,3,1,26.40458955111394,92.53223239838675
21,1,75,3,1,22.867174213872932,92.60639362985955
0,0,75,3,1,12.346824658820658,80.04389662988213
22,0,75,3,1,28.34868726749906,94.75407206464048
12,0,75,10,1,26.662359643571243,74.26331017205824
13,0,75,3,0,17.875902152095634,79.47954281088272
18,0,75,10,1,15.636146686093559,79.27075323590296
8,0,75,3,1,24.034642089283082,85.60988115703348
17,1,75,10,0,21.956058029456333,71.0318353771891
10,1,75,3,1,23.34424057104277,87.9810693410131
3,0,75,3,1,15.970175339858862,79.38423632028147
3,1,75,3,1,27.77963929769771,88.71948987947115
16,0,75,10,0,25.2082807518587,91.44361855766982
2,0,75,10,1,16.131182305362714,79.28152689589062
18,0,75,3,1,16.343060909655982,80.00017734581664
15,0,75,10,0,18.33058272937873,79.2086639355621
4,0,75,3,1,30.73836861909747,76.7566939908279
8,0,75,10,1,15.23478627173671,75.7158030329699
4,0,75,3,1,27.222633824325342,81.2874697793957
14,0,75,10,1,23.207681013673565,92.58109007879298
18,0,75,3,1,27.466341146884496,88.85874945488332
4,0,75,10,1,26.015421219750706,94.82286640875793
12,1,75,10,0,31.22791432327256,75.48566506805358
16,0,75,10,0,25.92363186449037,91.65021872835446
20,1,75,3,1,28.406445413679148,94.28833288908125
9,1,75,3,0,27.457954946501808,74.0923963090685
10,0,75,3,1,30.846681686524988,77.32045152287148
12,1,75,3,1,23.589598571350706,85.24937405662563
15,0,75,3,1,34.12881174178353,76.28372423060163
14,0,75,3,0,11.687720952677788,79.44624875636107
17,0,75,10,0,15.657871725758914,75.4319105057714
1,0,75,10,1,24.80373510131603,85.71994604008812
14,0,75,10,1,15.533050802979693,74.2607248157468
14,1,75,10,0,17.752482823819594,79.1905343343196
11,0,75,10,1,27.21895071461645,81.12559479039263
14,0,75,10,0,30.97613114536125,76.86981969559709
22,0,75,10,1,23.328606688557098,85.1298822114998
8,0,75,3,1,24.790918926578993,93.62086725223205
4,0,75,3,1,29.67786451313663,79.37961824239899
21,0,75,10,0,31.125597742647045,77.14211467948387
17,0,75,10,1,28.688828954779545,94.62315419321625
13,0,75,10,1,23.319068690333122,85.67702469630095
20,0,75,3,1,22.88127704095179,78.68209700627312
13,0,75,3,0,31.01636940820063,75.83009618407092
21,0,75,3,1,21.244315632036788,82.18268851780432
15,1,75,10,1,22.818251808177152,78.98966024835951
11,1,75,3,1,12.3510715379676,79.62986474315672
19,0,75,10,0,27.32422665729419,88.75107125746237
9,0,75,10,0,30.262035727250236,76.75906083158478
4,0,75,10,1,27.486894522711598,88.35848174338548
17,0,75,3,1,29.52462911015,75.64116046258768
20,0,75,3,0,31.116641401438628,76.9089842227704
5,0,75,10,1,26.74059941926656,81.42265757633766
9,0,75,3,1,25.779007702749613,92.03829988365794
11,0,75,10,0,21.40335303765705,85.4495659277038
3,0,75,3,0,11.79451330024701,80.18842274634693
2,0,75,10,1,15.797491021203996,75.98982592844622
13,0,75,3,1,22.56629201933655,71.08981266227333
15,0,75,3,0,12.257490156761369,80.2374774650134
6,0,75,3,0,27.991566012550226,88.98362552162328
16,1,75,10,1,11.289772100667294,78.84208799905407
23,0,75,3,1,30.60436627694992,76.48982493512624
8,0,75,3,0,26.25439119964353,94.8212146137023
20,0,75,3,0,29.884604857642156,78.78729981357195
21,0,75,10,0,31.050230339275483,76.8631871153441
23,0,75,3,1,33.715374967637636,76.70296395900732
6,0,75,10,1,15.8410237717351,79.75149214431876
14,0,75,10,1,23.143062170924576,78.648320687658
2,0,75,3,1,31.133949694703155,76.58003078529009
23,0,75,3,1,26.97340414041243,80.7145392880482
14,0,75,3,1,23.23719108325514,87.96408534233929
3,0,75,10,1,21.71866313791705,81.67519483873726
4,0,75,3,1,22.957869477727225,88.19932494012171
1,0,75,3,1,28.68527311302434,77.49068737974024
18,1,75,3,1,21.91712688759616,71.29307427348301
10,0,75,3,1,15.219965598767415,73.95569584806596
4,0,75,10,0,15.177853729876917,73.85362804143118
13,0,75,10,1,26.63232918443665,92.70885061909941
9,0,75,3,1,30.93642793177952,75.55882122642028
3,0,75,10,0,20.95378981695305,85.53613637288144
2,0,75,3,1,30.559603099486036,79.43244032988314
14,0,75,3,1,22.499820114437462,79.05137685046066
16,1,75,3,0,15.134214318258962,75.54239213031764
15,1,75,3,1,18.497868138836115,79.2640850782609
1,0,75,3,0,25.219036323182433,85.4604834231138
16,0,75,10,1,21.004554276954813,81.63570363443559
4,0,75,3,1,27.09399337658421,73.76638499580339
3,1,75,3,1,14.827131856773635,74.3685001165408
16,0,75,10,1,23.4455487375031,85.33450187598527
5,0,75,3,1,11.816225393458009,79.70329694640307
18,0,75,10,0,10.729565124248632,75.94546457763524
11,0,75,10,1,25.134189117249228,84.98097704965052
9,0,75,3,1,20.533429139405843,84.94365946235666
8,0,75,10,1,26.28590294977185,94.078206772289
20,0,75,10,0,15.866703530428705,79.7465166933758
2,0,75,10,1,25.843723631497905,94.67452720327938
6,0,75,10,1,10.84956883108398,78.27108578778179
6,0,75,3,1,21.029504931901712,81.64601629867155
7,0,75,3,0,24.07467927892359,92.20390561768423
8,0,75,3,1,19.669763619372254,75.74745557269935
10,0,75,3,1,15.452361326394035,76.1159805761234
20,0,75,3,0,15.559908429596621,79.72527293994148
5,0,75,10,0,25.119107880629173,85.78188940084922
5,0,75,3,0,31.157936686382914,76.80327618504339
19,1,75,10,1,25.85440151009021,92.32281962119316
9,0,75,10,0,30.41400543086194,78.75362626861109
10,1,75,10,0,30.956716745660017,74.84556198126992
14,1,75,10,1,20.464180954345174,85.28086542230243
6,0,75,3,1,29.902157013374715,79.13601034795634
12,0,75,3,0,26.89341417590552,74.15015405232754
15,0,75,3,1,22.096088931297288,70.72028783060946
16,0,75,3,1,14.853785735192009,75.88991637449192
11,0,75,3,1,27.691639290986547,88.61334941121265
17,0,75,3,1,24.040794391003658,85.58508772289471
17,0,75,3,1,22.893084941315323,92.75503624067878
13,0,75,3,1,20.795599257536217,81.66353876879899
8,0,75,10,1,23.4408027429705,78.77043886420005
11,1,75,3,1,23.249060083606793,88.22343130657028
1,0,75,3,0,31.5971886512294,77.29527492690549
0,0,75,10,1,11.321962928366506,76.7541225623954
5,0,75,3,1,25.531870613365623,84.9984157058924
15,1,75,3,1,31.123403261705157,77.03573967599573
13,0,75,10,1,24.198262840502974,92.46309640957222
5,0,75,10,1,10.412427894910788,76.53287004388285
8,0,75,3,1,23.293000849761377,78.34078564431476
16,0,75,3,1,29.00883281503154,76.79002932534766
20,0,75,3,0,30.702900290912453,77.02148460427343
11,0,75,3,1,26.429379592847766,94.59252450327544
4,0,75,3,0,23.298596009260095,87.51478957274547
11,0,75,3,1,24.219630772780665,92.23831285631626
0,0,75,10,1,23.127609122005673,92.99324097801284
4,0,75,10,1,25.33302136932724,91.02124460244615
1,0,75,3,0,23.65578817020326,93.10328728456014
1,0,75,3,1,23.005357874957795,93.18059175263691
22,1,75,3,0,27.923050392708216,88.19594105259397
17,1,75,10,1,31.599160211910466,75.06259934892019
6,1,75,10,0,24.01595354076615,84.90043889893472
21,0,75,10,1,30.30254141229397,77.04310048227883
16,1,75,10,1,11.87228045325032,79.40754358266409
3,0,75,10,0,23.441201848379535,87.8755446083431
7,0,75,3,1,31.525643856649772,75.07189120940804
3,0,75,3,1,20.812851972705186,85.28336687762646
16,0,75,10,1,18.017939675278402,78.96179058005598
8,0,75,10,1,30.65022547466129,76.8386069921554
22,0,75,3,0,31.36959854598294,75.6848840308357
9,1,75,10,0,28.06721095537434,94.8776775030848
11,0,75,3,0,22.77198807286896,92.57771952477839
23,0,75,3,0,18.56055582300664,79.41218088527613
23,1,75,3,1,33.87829389546408,76.28356883625945
5,0,75,3,1,26.479312755985415,92.60115381843873
20,0,75,3,1,20.781359787667995,82.35750515720393
5,0,75,3,1,22.07972218453054,71.59160721467579
8,0,75,3,0,30.258364115743408,76.57259495131773
8,0,75,3,0,14.966769668631166,75.96798169399759
23,0,75,10,1,21.95701166388444,70.9864288333262
8,0,75,3,1,28.70863880540491,76.4581458824289
18,0,75,10,1,28.625923196613954,77.43886819180003
15,0,75,3,1,22.55352693965709,78.43685547666799
15,0,75,3,0,15.609434758689385,73.84105833898892
2,0,75,3,1,24.495237021798125,93.53840166910858
14,0,75,10,0,23.990072226029934,85.75515490753652
14,1,75,3,0,25.741331379482325,91.60907252140909
13,1,75,3,0,27.610818730848056,88.01392909315268
1,0,75,3,1,28.575358443248202,77.28384105423999
18,0,75,10,1,23.231959497486923,88.21593836969768
17,0,75,3,0,27.34018736744639,88.48434456737368
20,1,75,10,0,23.19315939206858,88.0552906813329
16,0,75,3,1,20.917671420058646,81.80922840178344
6,1,75,3,0,31.510354151674534,76.74716764219313
16,0,75,10,1,30.206654226319642,78.62670322386296
1,0,75,10,1,28.655520871993822,77.22827291568035
10,0,75,3,1,11.017241171035115,78.61344067615988
17,1,75,10,1,27.572125116892177,88.19268968241013
18,0,75,10,1,27.067420912916607,88.34916890796009
1,0,75,10,1,19.42626382155149,75.53530179657452
11,0,75,3,0,15.374497340950521,74.62157658922315
18,0,75,3,1,15.663507540701348,79.55282360647236
19,0,75,3,0,11.505909151149282,80.01491815362368
19,0,75,3,1,25.877776988267875,91.55350708415787
0,0,75,3,1,17.688339219291404,78.79681088938167
21,1,75,3,1,10.819329083020033,78.83893482088742
23,0,75,3,1,23.084279348380498,93.32684079056213
0,0,75,3,0,16.301743199533533,80.18308643447874
8,1,75,3,0,26.350557366162352,81.35167107278488
9,0,75,3,0,30.614537849756594,76.30420010166057
16,1,75,3,0,23.139300806037316,93.16352698985561
8,0,75,3,1,20.696930386919576,85.36164529503
18,1,75,10,0,18.580666735275912,79.17077095883225
13,0,75,3,0,15.28669324211344,75.90934962803595
16,1,75,10,1,21.13968885214314,81.48288006253662
7,1,75,3,1,11.034008405969756,76.04691994146862
11,0,75,10,0,23.023050171567533,79.12321740583077
19,1,75,3,1,29.031864146169415,77.22454433477016
23,1,75,3,0,12.05400414432815,80.1831920854022
21,1,75,3,1,22.63701493681817,70.78288942558706
5,0,75,3,1,29.08901952866794,77.12162505328938
7,1,75,3,0,22.587180427619156,87.81860589375006
7,0,75,10,0,23.09960734111888,87.88222146127436
1,0,75,10,1,25.294225081870113,85.03830670262158
17,0,75,3,0,19.590025938638398,76.17559183544051
23,1,75,3,1,22.865103493419944,93.30144650590549
0,0,75,3,0,23.20202339434348,85.34046459963756
6,0,75,10,0,33.69368643698488,76.66420006161486
13,0,75,10,0,28.553976194616578,95.1329152888521
5,0,75,10,1,24.764109141795885,85.51729383108248
7,0,75,3,1,26.59803522861887,74.67485484665175
11,0,75,3,1,21.826599947400226,71.04923442749646
17,1,75,3,0,19.663875400219766,75.49756037180319
1,1,75,10,1,22.477765943528183,71.53379289232252
8,0,75,3,1,23.210803606459862,87.7049865744489
11,0,75,3,1,19.44544778081969,75.68496589164812
19,0,75,3,1,25.85879543822898,91.48868765892992
19,0,75,10,0,10.976158535838138,78.80345397266366
9,0,75,3,0,15.591046317852953,79.56962347004304
21,0,75,3,1,15.620906234592939,73.63411453499003
11,0,75,10,0,12.33439599003033,79.58133939669231
9,0,75,3,1,31.538659607081915,75.77612005755246
22,0,75,3,1,24.071969177331436,85.47989683412474
16,0,75,10,1,20.78922778402858,85.53001319581467
9,1,75,3,1,17.83882494302285,78.57749554562537
5,0,75,10,1,15.55322022929542,73.67830154646694
15,0,75,3,0,10.507508436331413,75.89254200172603
5,0,75,10,0,21.34514218919689,85.42054051235756
13,1,75,10,1,10.895930967072136,78.73001835527903
13,0,75,3,1,15.432998571481555,79.96604253556202
14,0,75,3,1,11.146131103640837,75.8203889054774
6,0,75,3,0,16.109161723524956,79.90228792843331
16,1,75,10,0,26.27498945924998,95.04576706932541
7,1,75,10,0,15.439836247806072,74.2746577509053
11,0,75,3,0,11.563521209595228,78.26143298638166
2,0,75,3,0,21.263553188347224,81.9321112056828
8,0,75,3,0,27.904230419808705,94.99842452513724
13,1,75,10,1,27.992109344151242,88.18779958408899
20,0,75,3,0,23.29964315760319,92.6951800503774
15,1,75,10,1,28.628394357056653,76.73181677790195
16,1,75,10,0,18.571272016392246,79.02623248769942
20,1,75,10,1,28.3611673247033,95.02679420358155
8,0,75,10,0,27.34232228413198,80.88091294756518
2,0,75,3,1,24.007584190886522,85.382019005129
6,1,75,3,0,27.045319295545625,88.73293832947068
3,0,75,3,0,26.087074087034306,92.2278705665844
19,1,75,10,1,11.12041958210729,75.809538145251
15,1,75,10,1,26.46477438291265,80.55681986169131
20,0,75,3,0,15.211978448889447,75.50628476028268
11,1,75,3,0,11.752391346661533,80.11830497174586
13,0,75,3,1,18.187902527549298,78.54813909028462
8,0,75,3,1,10.634587288186648,76.14091036623239
16,0,75,10,0,21.76861279445718,71.16269982810242
16,0,75,3,1,21.21082955018287,84.97285353449239
0,0,75,10,1,28.472122058311694,77.64853221754652
8,1,75,3,1,15.066564556926288,73.80702044547144
6,1,75,3,0,22.35335687966405,70.96585757896013
2,1,75,3,1,26.52046467958303,94.13953927155409
21,0,75,3,1,22.207357327558704,71.07895497198268
16,1,75,3,1,15.287762589622616,74.54891655731642
11,0,75,10,1,23.0584780438941,93.20009067767667
22,0,75,3,1,29.991975578711493,78.82111394065907
12,0,75,3,1,22.56552711593682,78.76468255600744
11,0,75,3,0,25.022317762144155,91.55371940684137
6,0,75,3,1,26.635906684917263,94.3309656847862
5,0,75,3,0,28.7768930575141,77.11727640755966
14,1,75,3,0,28.45689404561895,76.85359639795684
23,0,75,10,0,30.765759943908623,75.45425263720837
19,0,75,3,0,26.566801464215555,81.41869690422388
21,0,75,10,1,28.20149879183859,77.43068507619148
21,0,75,10,1,22.51793716553411,78.39914570266909
6,1,75,10,1,19.47463203905172,75.63575189380322
22,0,75,3,1,26.258664888782068,92.57926121570226
18,0,75,3,0,23.838194805124537,84.92391958199897
3,0,75,3,1,11.318292569250232,78.45470813289035
1,0,75,10,0,31.141134503257362,75.3552731609295
17,0,75,3,0,27.52389651140631,88.43218418374767
5,1,75,10,0,10.978400201854651,78.73233270635517
10,0,75,3,1,29.071609080613868,77.4110822435729
19,0,75,10,0,25.361525628423767,91.38715137093595
15,0,75,3,1,15.308905831859105,74.5242114812718
0,1,75,10,1,31.568478795675713,75.3935753125093
11,0,75,3,0,28.3166129078349,94.54286819712325
12,0,75,10,0,29.81140938582376,78.55699173857737
4,0,75,10,1,23.141270737178466,93.23359567403551
2,1,75,10,1,31.065185048187573,76.87495942706808
4,1,75,10,0,22.824280639648833,87.75579794683986
4,0,75,3,0,26.053905489619744,94.95205768467842
12,0,75,3,0,11.608114674082769,79.69118235528471
0,0,75,3,0,15.487990772375667,80.07561313149844
15,0,75,10,1,26.707263077810623,92.79461676333078
6,1,75,10,1,22.84750257332783,78.92283412979141
0,1,75,10,1,31.438095059203757,76.98659719993181
19,0,75,3,0,23.59335530210936,85.40216649051177
10,1,75,10,0,20.842831063102242,85.2131375334471
8,0,75,3,1,20.45913294166921,84.96451684698673
21,0,75,3,1,17.782370417376175,79.40562821961213
1,0,75,3,0,24.191919032535043,92.21195472419939
12,0,75,10,1,15.706463865367526,74.23993510358352
11,0,75,3,1,20.919081256981205,81.6979474977964
11,0,75,3,1,31.07400020316624,75.72413562634593
4,0,75,3,1,26.668865131423505,80.4869046524443
19,1,75,10,1,18.516555938459874,79.03623952581724
4,0,75,10,1,26.248376870111567,94.81333396487624
17,0,75,3,0,11.345392531273111,76.46152576049963
0,0,75,3,1,33.29286435321009,76.17760290800022
22,0,75,3,1,31.15190545927316,77.50317027254741
15,0,75,3,1,29.08164487920434,77.48947850087117
15,0,75,10,1,15.158693008749156,76.18276612644728
5,0,75,10,1,15.785763020822284,75.36403457488134
1,0,75,3,0,23.001283846660094,78.85780926971171
19,0,75,3,1,25.01884810766797,94.07812764911013
10,0,75,3,1,22.643803523484152,70.83138031768001
4,1,75,3,0,26.61615781031937,74.56359795067956
5,0,75,10,0,11.576009027420936,78.86176668201978
6,1,75,10,1,14.917606609897225,75.51775725851242
2,0,75,3,1,28.454939737483535,94.94570258538133
12,1,75,3,0,30.308442216754933,79.41720909048288
3,1,75,3,0,31.42755848450117,75.43174586139541
16,0,75,10,1,20.960327980558613,81.94087154479375
7,1,75,3,1,27.467447734425157,88.40769279093047
17,1,75,10,1,31.07675456987747,76.79365075101052
10,0,75,3,1,28.215902721562813,76.90535030789663
3,1,75,10,0,22.929860750247762,88.12482701676416
7,0,75,10,0,21.103165554085297,82.13208551990516
1,1,75,10,0,29.576646075107497,79.50211577945541
19,1,75,3,1,19.994733722326817,75.53292243969463
3,0,75,3,1,25.037257448724684,93.47888784623011
16,0,75,3,1,15.763530082718477,74.57077121555304
5,1,75,10,0,28.654277087934325,76.11680022907952
0,0,75,3,1,26.378328024998144,81.30871500192113
5,0,75,3,0,33.555087851235584,76.34654886014158
7,0,75,3,1,26.438287230880015,92.4939245267125
13,0,75,3,1,26.158565908031047,94.43656006241112
7,0,75,3,0,22.284311864435413,71.35137923784195
21,0,75,3,0,26.602674917380117,81.18450007128476
0,0,75,10,1,10.924223043714559,75.86470880540753
7,1,75,3,1,33.81091244758068,76.32967560178349
4,0,75,10,0,19.492776488530165,75.76453879542423
22,0,75,3,1,26.70879993896702,80.54406763053218
17,1,75,3,0,31.051112500983503,75.0213717585856
4,0,75,3,1,27.346530580575088,74.20608043146693
22,1,75,10,0,22.232022845285233,70.84221088558189
17,1,75,3,0,22.681483182558576,92.76979491235254
8,0,75,10,1,10.821883510771146,76.38976448470235
8,1,75,10,1,27.331417302015915,80.57073109151793
21,0,75,10,1,20.929836220500896,85.30250276923039
21,0,75,10,1,30.485080833657832,78.81328113249107
10,1,75,3,1,20.137445048426112,75.61605361199733
6,1,75,3,1,23.395562718309556,78.60667708489878
13,1,75,3,0,26.355160585161784,94.24301297570904
19,0,75,3,0,15.507447789034519,73.90060430750223
12,0,75,3,1,33.52734096501423,76.33369562326654
13,0,75,3,0,11.058478442307889,76.02719650014602
6,0,75,3,0,15.262948221317759,76.07161112029134
9,1,75,3,1,28.924585105008536,77.06127847392096
19,0,75,3,1,31.475245650794577,75.61047030880015
5,1,75,10,1,23.6030642647003,91.86605120051239
15,1,75,10,1,26.84196971085232,73.72210414763394
20,0,75,3,1,26.58066801615628,80.76971392789088
14,0,75,10,0,11.611691304388021,79.39894408037533
2,1,75,3,1,26.725599269154188,73.92405718030471
13,0,75,3,1,30.537298176045717,76.94604323479787
23,1,75,3,0,26.33119179843776,92.533291737099
4,1,75,3,1,25.11328744608241,91.02069744760868
7,0,75,3,1,26.827949242022598,80.61976023066649
3,0,75,3,0,27.06840493755286,81.30682879152434
12,0,75,3,1,10.605430953534071,76.08761951474452
5,0,75,10,0,17.650673878186304,78.75085685830027
19,0,75,10,1,23.172508296037304,78.35577783517084
21,0,75,3,0,31.551661890946455,77.32656323671725
1,0,75,3,1,25.946019470793072,92.53726867797813
2,0,75,10,1,25.03880363473718,91.63106499905594
1,1,75,3,1,15.287659487860362,75.35835060888598
8,0,75,3,1,21.93380259363178,71.37203737354783
20,0,75,3,1,28.461824793896003,76.80194966408082
19,0,75,3,1,23.07674026832638,92.85163958834792
5,1,75,3,1,11.499720745644968,78.53258676142589
12,0,75,10,1,33.48858686524904,76.93698451796296
23,1,75,3,1,34.17267453322638,76.49215853054457
10,1,75,3,1,28.92483273983189,77.36375940716904
3,0,75,3,1,33.960223896564806,76.72309688078755
22,0,75,3,1,28.574213275054102,77.03161527138357
10,0,75,3,1,26.451590314338702,94.82174747176624
19,0,75,10,0,17.70334848430961,78.64510611687257
22,0,75,3,1,11.070568135354543,78.51220534269308
3,0,75,10,1,30.323563471227587,76.97967817907859
6,0,75,10,1,14.973775753943697,74.19246955798619
17,0,75,10,1,20.763539854149045,85.5511241325896
22,0,75,10,0,26.064104962595867,94.65546923443478
11,0,75,3,1,15.49837212242225,80.18783152924736
0,1,75,10,0,22.019516033407903,71.16808507108077
7,0,75,3,1,19.65370787282629,75.63812516333738
0,0,75,3,1,31.588445694353773,77.14928391638966
8,1,75,3,1,29.261449745492932,75.59689188071098
9,0,75,10,1,25.159595087360447,85.65561795690287
23,0,75,3,1,33.92609990429739,76.59114613458205
4,1,75,10,1,31.361077152806523,75.58053199238896
16,0,75,10,1,11.19046983123336,76.36984192806588
1,0,75,3,1,23.166324652291923,93.24094880840099
17,1,75,3,1,14.806249289899169,74.4151037654764
2,0,75,10,1,24.614419273746783,85.26004307640157
19,1,75,3,1,15.975489949872003,80.2123221374088
7,1,75,10,1,15.260703393965168,75.28660159059484
10,0,75,3,1,23.38013154380819,87.58604846888751
15,0,75,10,0,21.36881771673022,81.95990812725694
5,0,75,3,1,15.424851343357423,75.67656300930783
17,0,75,3,1,26.349471138606724,94.75680962716254
13,0,75,3,1,33.565407826366936,76.44314535586179
19,0,75,3,1,23.39666182348434,78.63575763467504
5,0,75,10,0,25.964350434828276,91.07117764563849
8,0,75,3,1,11.760246632345446,79.40263451064087
22,1,75,3,1,11.39109863896838,78.76620438087386
9,0,75,3,1,25.456635229387707,90.97621891664338
13,0,75,3,1,15.570861320476919,74.30308728074961
19,1,75,10,1,28.592741340119936,77.68146936797662
6,0,75,10,0,16.161056102466443,79.8081521643932
12,0,75,3,0,28.717016800461476,94.26024981829737
3,0,75,10,0,29.09122662411865,77.21405610606149
9,0,75,3,1,30.497223049773762,76.963374189945
18,0,75,3,0,29.211760388222753,76.55319158283207
19,1,75,10,0,16.0196375274422,79.6759819833253
11,0,75,3,1,26.328239636496807,92.39296673666243
1,0,75,3,1,33.72417709915466,76.33027319178112
7,0,75,3,0,21.281056302776474,81.9687978329359
1,0,75,3,1,23.401188540111203,92.88429895904989
1,0,75,3,1,19.4688604162492,75.36729300492337
20,0,75,10,1,15.492110911307158,79.29808052548452
10,1,75,3,1,30.58371204041315,77.2046849078919
13,0,75,3,1,23.636846143862623,91.89491104196303
19,0,75,3,0,17.71835588366084,79.30693454760176
5,0,75,3,1,20.627482266272512,85.43737579505782
6,0,75,10,1,16.03775541626754,79.26530821503187
13,0,75,3,1,10.762326441186955,76.7336526228014
13,1,75,10,1,20.85123830094104,82.22559770591019
13,1,75,3,1,25.150373409956423,93.69456895951704
19,0,75,3,0,30.115242233956725,78.70538123453515
4,0,75,3,0,25.50747870796904,90.88186742987469
22,0,75,10,0,24.524291066877677,93.99921757664927
21,1,75,3,1,26.988765790666157,80.74816763655
22,1,75,10,1,20.573529115960188,85.39345838406838
3,0,75,10,1,24.337022167235627,93.58499552802958
4,0,75,3,0,30.4286109383551,76.28246264691501
12,0,75,10,1,27.281455629159378,74.56635789935979
23,0,75,3,1,30.30678280775389,78.72448394139614
10,0,75,3,0,31.411009392871062,75.67690924076584
21,1,75,3,1,24.25562431143761,91.8297782941015
7,0,75,3,1,28.28220925169226,94.85635296523193
17,0,75,3,1,28.641992224120195,77.27386501263044
21,0,75,10,1,18.210017183108228,79.34543062165947
6,0,75,3,1,30.60044341266513,76.40828596666795
1,1,75,3,1,20.177923941543753,75.97486665209962
6,0,75,10,1,24.065626344263393,85.73984575810287
1,0,75,3,0,27.8742599677431,88.26929957057057
